iter	RMSE
815	0.0570376656
816	0.05703522998
817	0.0570326378
818	0.05703175781
819	0.0570296613
820	0.05702725773
821	0.05702588263
822	0.05702415693
823	0.05701748334
824	0.05701666949
825	0.05701353197
826	0.05701191634
827	0.0570101402
828	0.05700745461
829	0.05700298779
830	0.05699952729
831	0.05699787798
832	0.05699665494
833	0.05699547024
834	0.05699360509
835	0.05699065762
836	0.05698821471
837	0.05698651616
838	0.05698489886
839	0.05698378861
840	0.05698090292
841	0.05697842063
842	0.05697372886
843	0.05697039386
844	0.05696845065
845	0.05696456056
846	0.05696317287
847	0.05695809128
848	0.05695532443
849	0.05695473433
850	0.05695425561
851	0.05695272925
852	0.056950627
853	0.05694408992
854	0.05694016565
855	0.05693652054
856	0.05693204336
857	0.05692645992
858	0.0569235895
859	0.05692059652
860	0.05691861658
861	0.05691530728
862	0.05691283719
863	0.05691056689
864	0.05690658219
865	0.05690141031
866	0.05689933533
867	0.05689719261
868	0.05689607303
869	0.05689334342
870	0.05689008304
871	0.05688717871
872	0.05688467158
873	0.05688292396
874	0.05688098863
875	0.05687777137
876	0.056875423
877	0.05687345996
878	0.05687027526
879	0.05686773454
880	0.0568650451
881	0.05686194975
882	0.05685799141
883	0.05685642164
884	0.05685236186
885	0.05684838149
886	0.05684780924
887	0.0568449656
888	0.05684097633
889	0.05683723798
890	0.05683446483
891	0.05683172823
892	0.05683027024
893	0.05682752756
894	0.05682494234
895	0.05682139288
896	0.05681831814
897	0.05681603687
898	0.05681247901
899	0.05680988883
900	0.05680596533
901	0.05680263378
902	0.05680200204
903	0.05680023941
904	0.05679879366
905	0.05679676784
906	0.05679472934
907	0.05679102847
908	0.05678814605
909	0.05678548162
910	0.05678170036
911	0.05677591378
912	0.05677327384
913	0.05677105381
914	0.05677008403
915	0.05676669974
916	0.05676394233
917	0.05676037165
918	0.05675785522
919	0.0567553252
920	0.05675392287
921	0.05675197377
922	0.05675019324
923	0.05674820402
924	0.05674465229
925	0.05674281408
926	0.05674121365
927	0.05673884341
928	0.05673677347
929	0.05673616254
930	0.05673450825
931	0.05673337947
932	0.0567305563
933	0.05672881256
934	0.05672678047
935	0.05672507422
936	0.05672279146
937	0.05672044176
938	0.05671877038
939	0.05671587396
940	0.05671438342
941	0.05671280814
942	0.05671007798
943	0.05670641963
944	0.05670386544
945	0.05670131053
946	0.05670089
947	0.05669853891
948	0.05669644304
949	0.05669472511
950	0.05669259227
951	0.0566904709
952	0.05668787657
953	0.05668701592
954	0.05668488675
955	0.05668307705
956	0.05668083945
957	0.05667939844
958	0.05667707085
959	0.05667522157
960	0.05667420253
961	0.05667159613
962	0.05666826803
963	0.0566662518
964	0.05666463963
965	0.05666117117
966	0.056657746
967	0.05665190416
968	0.05665086578
969	0.0566478611
970	0.05664607317
971	0.05664379454
972	0.05664154985
973	0.05663982669
974	0.05663682006
975	0.056634734
976	0.05663394416
977	0.05663220238
978	0.05662842921
979	0.05662600803
980	0.05662401051
981	0.05662272908
982	0.05662085605
983	0.05661905527
984	0.05661806703
985	0.05661623551
986	0.05661532445
987	0.05661345429
988	0.05661165982
989	0.05660990663
990	0.05660877048
991	0.05660549631
992	0.05660178219
993	0.05660092946
994	0.05659982554
995	0.05659789224
996	0.05659361543
997	0.05659193872
998	0.05659025323
999	0.05658957997
